scorer,DLC_Resnet101_ThumbMobileMar11shuffle1_snapshot_240,DLC_Resnet101_ThumbMobileMar11shuffle1_snapshot_240,DLC_Resnet101_ThumbMobileMar11shuffle1_snapshot_240,DLC_Resnet101_ThumbMobileMar11shuffle1_snapshot_240,DLC_Resnet101_ThumbMobileMar11shuffle1_snapshot_240,DLC_Resnet101_ThumbMobileMar11shuffle1_snapshot_240,DLC_Resnet101_ThumbMobileMar11shuffle1_snapshot_240,DLC_Resnet101_ThumbMobileMar11shuffle1_snapshot_240,DLC_Resnet101_ThumbMobileMar11shuffle1_snapshot_240,DLC_Resnet101_ThumbMobileMar11shuffle1_snapshot_240,DLC_Resnet101_ThumbMobileMar11shuffle1_snapshot_240,DLC_Resnet101_ThumbMobileMar11shuffle1_snapshot_240,DLC_Resnet101_ThumbMobileMar11shuffle1_snapshot_240,DLC_Resnet101_ThumbMobileMar11shuffle1_snapshot_240,DLC_Resnet101_ThumbMobileMar11shuffle1_snapshot_240,DLC_Resnet101_ThumbMobileMar11shuffle1_snapshot_240,DLC_Resnet101_ThumbMobileMar11shuffle1_snapshot_240,DLC_Resnet101_ThumbMobileMar11shuffle1_snapshot_240,DLC_Resnet101_ThumbMobileMar11shuffle1_snapshot_240,DLC_Resnet101_ThumbMobileMar11shuffle1_snapshot_240,DLC_Resnet101_ThumbMobileMar11shuffle1_snapshot_240
bodyparts,thumb_tip,thumb_tip,thumb_tip,thumb_middle,thumb_middle,thumb_middle,thumb_bottom,thumb_bottom,thumb_bottom,phone_top_left,phone_top_left,phone_top_left,phone_top_right,phone_top_right,phone_top_right,phone_bottom_left,phone_bottom_left,phone_bottom_left,phone_bottom_right,phone_bottom_right,phone_bottom_right
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
90,1129.0885,700.5479,1,1230.5953,711.82697,0.27615982,1351.9492,528.1129,0.027093492,931.0429,351.46143,0.7477407,925.759,847.7109,0.47697595,1158.7401,355.82257,0.9433945,1154.4358,815.53125,0.14777069
91,1129.457,697.81836,1,1228.7931,709.6852,0.35734087,1220.7732,712.7348,0.026157925,929.49646,352.1602,0.79884547,926.31866,848.4795,0.48967436,1159.26,356.3669,0.9488499,1461.9323,366.86267,0.14728144
92,1129.4235,695.3531,0.9820086,1228.7073,708.26794,0.51826996,1220.7606,712.82635,0.027768647,926.80853,352.39566,0.76618016,926.14813,848.9553,0.5089571,1159.3262,356.24716,0.94450897,1462.3765,367.21606,0.13503507
93,1129.2797,693.39044,1,1228.3994,706.23914,0.56195676,1221.804,710.61414,0.028650966,927.4786,351.17285,0.72533053,926.13184,848.3883,0.5128569,1159.3315,356.1435,0.9477338,1487.5042,452.22427,0.13237953
94,1129.964,691.9025,1,1228.9325,705.6935,0.57760245,1222.5901,710.4589,0.030205872,928.11993,351.09006,0.74781317,926.5316,847.33093,0.4760331,1159.2852,355.88538,0.96211696,1462.6583,367.13156,0.1284541
95,1130.983,690.42883,1,1229.3997,705.73285,0.56707114,1223.0085,710.8837,0.03142093,929.62476,350.7712,0.8052743,927.3612,848.9,0.48570123,1159.4432,355.95633,0.97353095,1462.604,367.1261,0.11755439
96,1133.9626,688.9035,1,1230.5378,704.26764,0.6020598,1222.8025,710.0008,0.035022218,931.87683,351.6018,0.9216164,927.6241,848.5847,0.5274342,1160.5122,354.68658,0.9044363,1487.5587,452.19812,0.10885787
97,1135.6284,689.0153,1,1231.1578,704.11505,0.59130883,1223.497,709.8126,0.034910902,933.806,351.5731,0.93880695,927.9897,848.525,0.5464331,1160.9822,353.9102,0.8956042,1487.6039,453.38943,0.106998295
98,1132.1132,688.48004,0.9856289,1238.0107,713.05615,0.116779804,1235.2847,723.36096,0.014036444,934.3544,349.81122,0.78463244,926.9194,846.07025,0.4197598,1161.3358,353.80612,0.81792504,1461.2612,368.12347,0.11677645
99,1132.776,688.21277,0.9618782,1234.2256,706.42834,0.2500397,1225.0562,705.34045,0.023339164,934.4428,350.07513,0.79364675,927.02563,847.3111,0.42364928,1161.9592,353.27963,0.78809434,1487.045,453.44598,0.11684074
